🇨🇳｜央视频道,#genre#
CCTV15,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001338/index.m3u8
CCTV15,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv15HD/__op/default/__f/index.m3u8
CCTV15,https://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000
CCTV15,rtsp://115.153.245.70/PLTV/88888888/224/3221226988/85722541.smil
CCTV15,rtsp://115.153.233.154/PLTV/88888888/224/3221226988/85722541.smil
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2000205003.m3u8
CCTV15,http://117.148.179.169/PLTV/88888888/224/3221231693/index.m3u8
CCTV15,rtsp://115.153.212.72/PLTV/88888888/224/3221225537/iptv7959.smil
CCTV15,http://tvmvip110.club/as.php?id=cctv15hd
CCTV15,http://121.51.249.103/tlivecloud-ipv6.ysp.cctv.cn/001/2000205003.m3u8
CCTV15,http://124.232.233.6:6060/000000001901/202200010025/index.m3u8?m3u8_level=2
CCTV15,http://183.196.25.171:808/hls/15/index.m3u8

CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226233/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226232/index.m3u8?fmt=ts2hls
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226230/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226236/index.m3u8?fmt=ts2hls
CCTV16,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001248/index.m3u8
CCTV16,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV16,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv16HD/__op/default/__f/index.m3u8
CCTV16,http://117.148.179.162/PLTV/88888888/224/3221233403/index.m3u8
CCTV16,http://117.148.179.162/PLTV/88888888/224/3221233436/index.m3u8
CCTV16,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2012375003.m3u8
CCTV16,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2012492303.m3u8
CCTV16,http://tvmvip110.club/as.php?id=cctv16hd
CCTV16,http://124.232.233.6:6060/000000001901/202200010026/index.m3u8?m3u8_level=2

CCTV16 4K,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/224/3221228127/index.m3u8
CCTV16 4K,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/224/3221228127/index.m3u8?世界杯WorldCup
CCTV16 4K,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001258/index.m3u8
CCTV16 4K,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/CCTV16_4K/__op/default/__f/index.m3u8
CCTV16 4K,http://159.75.85.63:5681/sxg.php?id=CCTV-16-4K_8000
CCTV16 4K,http://baidu.live.cqccn.com/__cl/cg:live/__c/CCTV16_4K/__op/default/__f//index.m3u8

CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225908/index.m3u8
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225907/index.m3u8
CCTV17,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
CCTV17,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001241/index.m3u8
CCTV17,https://live.goodiptv.club/api/bestv.php?id=cctv17hd8m/8000000
CCTV17,rtsp://115.153.245.70/PLTV/88888888/224/3221226846/61397282.smil
CCTV17,rtsp://115.153.233.154/PLTV/88888888/224/3221226846/61397282.smil
CCTV17,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv17HD/__op/default/__f/index.m3u8
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204203.m3u8
CCTV17,http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8
CCTV17,rtsp://115.153.212.72/PLTV/88888888/224/3221226846/61397282.smil
CCTV17,http://tvmvip110.club/as.php?id=cctv17hd
CCTV17,http://121.51.249.103/tlivecloud-ipv6.ysp.cctv.cn/001/2000204203.m3u8
CCTV17,http://124.232.233.6:6060/000000001901/202200010027/index.m3u8?m3u8_level=2
CCTV17,http://183.196.25.171:808/hls/93/index.m3u8

CCTV4K,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/CCTV4K/__op/default/__f/index.m3u8
CCTV4K,http://159.75.85.63:5679/cctv4k.php
CCTV4K,http://159.75.85.63:5681/sxg.php?id=ys4Kcq_2000
CCTV4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV4K,http://159.75.85.63:5679/cctv4k.php
CCTV4K,http://111.31.26.166/tlivecloud-ipv6.ysp.cctv.cn/001/2000266303.m3u8
CCTV4K,http://cfss.cc/ds/bst.php?id=Cf-0

CCTV8K超高清,http://[2409:8087:2001:20:2800:0:df6e:eb02]/wh7f454c46tw3737653395_1580816352/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8?icpid=3&RTS=1678665935&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3
CCTV8K超高清,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8

CCTV-电视指南,http://2409:8087:7000:20:1000::22:6060/yinhe/2/ch00000090990000002545/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-电视指南,rtsp://115.153.233.154/PLTV/88888888/224/3221226987/86440886.smil
CCTV-电视指南,rtsp://115.153.245.70/PLTV/88888888/224/3221226969/86129034.smil
CCTV-电视指南,rtsp://115.153.233.154/PLTV/88888888/224/3221226969/86129034.smil
CCTV-电视指南,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514003.m3u8

CCTV-风云音乐,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002525/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-风云音乐,http://2409:8087:7000:20:1000::22:6060/yinhe/2/ch00000090990000002525/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-风云音乐,rtsp://115.153.245.70/PLTV/88888888/224/3221226994/86128897.smil
CCTV-风云音乐,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226953/index.m3u8
CCTV-风云音乐,http://42.176.185.28:9901/tsfile/live/1024_1.m3u8
CCTV-风云音乐,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514103.m3u8
CCTV-风云音乐,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/fyyyHD/__op/default/__f/index.m3u8
CCTV-风云音乐,http://bytedance.live.cqccn.com/__cl/cg:live/__c/fyyyHD/__op/default/__f//index.m3u8

CCTV-怀旧剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226972/index.m3u8
CCTV-怀旧剧场,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002495/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-怀旧剧场,http://2409:8087:7000:20:1000::22:6060/yinhe/2/ch00000090990000002495/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-怀旧剧场,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012511203.m3u8
CCTV-怀旧剧场,rtsp://115.153.245.70/PLTV/88888888/224/3221226996/86128881.smil
CCTV-怀旧剧场,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/hjjcHD/__op/default/__f/index.m3u8
CCTV-怀旧剧场,rtsp://115.153.233.154/PLTV/88888888/224/3221226996/86128881.smil
CCTV-怀旧剧场,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2012511203.m3u8
CCTV-怀旧剧场,http://117.148.179.147/PLTV/88888888/224/3221231544/index.m3u8
CCTV-怀旧剧场,http://117.148.179.158/PLTV/88888888/224/3221231544/index.m3u8

CCTV-第一剧场,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002498/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-第一剧场,http://2409:8087:7000:20:1000::22:6060/yinhe/2/ch00000090990000002498/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-第一剧场,rtsp://115.153.245.70/PLTV/88888888/224/3221226961/86128891.smil
CCTV-第一剧场,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514403.m3u8
CCTV-第一剧场,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/diyijuchangHD/__op/default/__f/index.m3u8
CCTV-第一剧场,rtsp://115.153.233.154/PLTV/88888888/224/3221226961/86128891.smil
CCTV-第一剧场,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514403.m3u8
CCTV-第一剧场,http://117.148.179.147/PLTV/88888888/224/3221231540/index.m3u8
CCTV-第一剧场,http://117.148.179.172/PLTV/88888888/224/3221231540/index.m3u8

CCTV-风云剧场,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002505/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-风云剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226950/index.m3u8
CCTV-风云剧场,http://2409:8087:7000:20:1000::22:6060/yinhe/2/ch00000090990000002505/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-风云剧场,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513603.m3u8
CCTV-风云剧场,rtsp://115.153.245.70/PLTV/88888888/224/3221226963/86128874.smil
CCTV-风云剧场,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/fyjcHD/__op/default/__f/index.m3u8
CCTV-风云剧场,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/shandongHD/__op/default/__f/index.m3u8
CCTV-风云剧场,rtsp://115.153.233.154/PLTV/88888888/224/3221226963/86128874.smil
CCTV-风云剧场,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513603.m3u8
CCTV-风云剧场,http://117.148.179.147/PLTV/88888888/224/3221231604/index.m3u8
CCTV-风云剧场,http://117.148.179.162/PLTV/88888888/224/3221231604/index.m3u8

CCTV-风云足球,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002499/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-风云足球,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226984/index.m3u8
CCTV-风云足球,http://2409:8087:7000:20:1000::22:6060/yinhe/2/ch00000090990000002499/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-风云足球,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514203.m3u8
CCTV-风云足球,rtsp://115.153.245.70/PLTV/88888888/224/3221227000/86128919.smil
CCTV-风云足球,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/fyzqHD/__op/default/__f/index.m3u8
CCTV-风云足球,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514203.m3u8
CCTV-风云足球,http://117.148.179.147/PLTV/88888888/224/3221231547/index.m3u8
CCTV-风云足球,http://117.148.179.137/PLTV/88888888/224/3221231547/index.m3u8

CCTV-世界地理,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002485/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-世界地理,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226947/index.m3u8
CCTV-世界地理,http://2409:8087:7000:20:1000::22:6060/yinhe/2/ch00000090990000002485/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-世界地理,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513303.m3u8
CCTV-世界地理,rtsp://115.153.245.70/PLTV/88888888/224/3221226965/86128966.smil
CCTV-世界地理,rtsp://115.153.233.154/PLTV/88888888/224/3221226965/86128966.smil
CCTV-世界地理,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513303.m3u8
CCTV-世界地理,http://117.148.179.147/PLTV/88888888/224/3221231537/index.m3u8
CCTV-世界地理,http://117.148.179.156/PLTV/88888888/224/3221231537/index.m3u8

CCTV-央视台球,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002496/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-央视台球,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226956/index.m3u8
CCTV-央视台球,http://2409:8087:7000:20:1000::22:6060/yinhe/2/ch00000090990000002496/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-央视台球,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513703.m3u8
CCTV-央视台球,rtsp://115.153.245.70/PLTV/88888888/224/3221226955/86106661.smil
CCTV-央视台球,rtsp://115.153.233.154/PLTV/88888888/224/3221226955/86106661.smil
CCTV-央视台球,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513703.m3u8
CCTV-央视台球,http://117.148.179.147/PLTV/88888888/224/3221231616/index.m3u8
CCTV-央视台球,http://117.148.179.167/PLTV/88888888/224/3221231616/index.m3u8

CCTV-女性时尚,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002475/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-女性时尚,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226237/index.m3u8
CCTV-女性时尚,http://2409:8087:7000:20:1000::22:6060/yinhe/2/ch00000090990000002475/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-女性时尚,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513903.m3u8
CCTV-女性时尚,rtsp://115.153.245.70/PLTV/88888888/224/3221226998/86128978.smil
CCTV-女性时尚,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513903.m3u8
CCTV-女性时尚,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226237/index.m3u8
CCTV-女性时尚,http://117.148.179.167/PLTV/88888888/224/3221231598/index.m3u8

CCTV-央视文化精品,http://2409:8087:7000:20:1000::22:6060/yinhe/2/ch00000090990000002535/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-央视文化精品,rtsp://115.153.233.154/PLTV/88888888/224/3221226957/86128679.smil
CCTV-央视文化精品,rtsp://115.153.245.70/PLTV/88888888/224/3221226957/86128679.smil
CCTV-央视文化精品,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513803.m3u8
CCTV-央视文化精品,http://117.148.179.147/PLTV/88888888/224/3221231561/index.m3u8

CCTV-兵器科技,http://2409:8087:7000:20:1000::22:6060/yinhe/2/ch00000090990000002515/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-兵器科技,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/bqkjHD/__op/default/__f/index.m3u8
CCTV-兵器科技,rtsp://115.153.245.70/PLTV/88888888/224/3221227004/86132185.smil
CCTV-兵器科技,rtsp://115.153.233.154/PLTV/88888888/224/3221227004/86132185.smil
CCTV-兵器科技,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513403.m3u8

CCTV-高尔夫网球,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002497/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-高尔夫网球,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226978/index.m3u8
CCTV-高尔夫网球,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
CCTV-高尔夫网球,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012512503.m3u8
CCTV-高尔夫网球,rtsp://115.153.245.70/PLTV/88888888/224/3221226967/86128985.smil
CCTV-高尔夫网球,rtsp://115.153.233.154/PLTV/88888888/224/3221226967/86128985.smil
CCTV-高尔夫网球,rtsp://115.153.233.154/PLTV/88888888/224/3221227036/86502103.smil
CCTV-高尔夫网球,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2012512503.m3u8
CCTV-高尔夫网球,http://117.148.179.160/PLTV/88888888/224/3221231619/index.m3u8

CGTN英语,http://[2409:8087:2001:20:2800:0:df6e:eb1b]/wh7f454c46tw1352433055_-1343958730/ott.mobaibox.com/PLTV/88888890/224/3221225917/index.m3u8?icpid=88888890&RTS=1687953564&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3

中央新影-老故事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8

中央新影-发现之旅,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226235/index.m3u8

中央新影-新科动漫,http://cctvtxyh5ca.liveplay.myqcloud.com/live/xinkedongman_2/index.m3u8

中国教育1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225661/index.m3u8
中国教育1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225917/index.m3u8?fmt=ts2hls
中国教育1,rtsp://115.153.233.154/PLTV/88888888/224/3221226858/63768493.smil
中国教育1,rtsp://115.153.212.72/PLTV/88888888/224/3221226858/63768493.smil
中国教育1,rtsp://115.153.245.70/PLTV/88888888/224/3221226858/63768493.smil
中国教育1,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001020/index.m3u8
中国教育1,http://117.148.179.156/PLTV/88888888/224/3221231714/index.m3u8
中国教育1,http://117.148.179.149/PLTV/88888888/224/3221231552/index.m3u8

中国教育2,http://[2409:8087:2001:20:2800:0:df6e:eb15]/wh7f454c46tw1163914262_-21106249/ott.mobaibox.com/PLTV/88888890/224/3221225850/index.m3u8?icpid=88888890&RTS=1687953376&from=40&popid=40&hms_devid=2115&prioritypopid=40&vqe=3
中国教育2,rtsp://115.153.233.154/PLTV/88888888/224/3221226978/85722625.smil
中国教育2,http://117.148.179.160/PLTV/88888888/224/3221231607/index.m3u8
中国教育2,rtsp://115.153.245.70/PLTV/88888888/224/3221226978/85722625.smil
中国教育2,http://117.148.179.162/PLTV/88888888/224/3221231607/index.m3u8

中国教育3,http://[2409:8087:2001:20:2800:0:df6e:eb08]/wh7f454c46tw2391200578_-1498067113/ott.mobaibox.com/PLTV/88888890/224/3221227018/index.m3u8?icpid=88888890&RTS=1687954603&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3
中国教育3,http://117.148.179.160/PLTV/88888888/224/3221231543/index.m3u8
中国教育3,http://117.148.179.136/PLTV/88888888/224/3221231543/index.m3u8

中国教育4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225937/index.m3u8
中国教育4,rtsp://115.153.233.154/PLTV/88888888/224/3221226905/65242632.smil
中国教育4,rtsp://115.153.245.70/PLTV/88888888/224/3221226905/65242632.smil
中国教育4,rtsp://115.153.212.72/PLTV/88888888/224/3221226905/65242632.smil
中国教育4,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001348/index.m3u8
中国教育4,http://117.148.179.155/PLTV/88888888/224/3221231613/index.m3u8

中国天气,rtsp://115.153.245.70/PLTV/88888888/224/3221227056/89471929.smil


🇭🇰🇲🇴🇹🇼｜港澳台,#genre#
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://111.59.189.40:8445/tsfile/live/1020_1.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://111.59.189.40:8445/tsfile/live/1021_1.m3u8
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8?zgangd
TVBS,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻HD,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
东森新闻美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
华语电视2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
华语电视1,http://38.64.72.148:80/hls/modn/list/4001/chunklist0.m3u8
华语电视3,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
中国环球电视,http://live.cgtn.com/500/prog_index.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w614428743.m3u8
香港卫视文旅,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8
大愛一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
中台灣生活網,http://58.99.33.16:1935/liveedge17/live_852_3.stream/chunklist.m3u8
中台灣生活網,http://58.99.33.16:1935/liveedge17/live_020_3.stream/chunklist.m3u8
CTN,http://58.99.33.16:1935/liveedge17/live_853_3.stream/chunklist.m3u8
CTN,http://58.99.33.16:1935/liveedge17/live_854_3.stream/chunklist.m3u8
海豚綜合,http://58.99.33.16:1935/liveedge17/live_077_3.stream/chunklist.m3u8
原住民電視,http://streamipcf.akamaized.net/live/_definst_/live_720/key_b1500.m3u8
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
SexyK-Pop,https://srv1.zcast.com.br/kpoptv/kpoptv/.m3u8
ANTV,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
FOX News Now,https://fox-foxnewsnow-samsungus.amagi.tv/playlist.m3u8
香港8K,http://[2409:8087:2001:20:2800:0:df6e:eb04]/wh7f454c46tW1782571424_-1576923679/ott.mobaibox.com/PLTV/3/224/3221228132/index.m3u8

凤凰中文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226248/index.m3u8
凤凰中文,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb25]:80/wh7f454c46tw2443888236_158039228/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8?icpid=3&RTS=1674369674&from=40&popid=40&hms_devid=2292&prioritypopid=40&vqe=3
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]:80/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰中文,http://210.210.155.37/uq2663/h/h157/index2.m3u8
凤凰中文,http://61.221.81.93:8078/hls/21/80/phoenixch.m3u8
凤凰中文,http://117.169.119.199:8080/live/fhchinese/index.m3u8
凤凰中文,http://39.135.55.105:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰中文,http://111.59.189.40:8445/tsfile/live/1020_1.m3u8
凤凰中文,rtmp://playtv-live.ifeng.com/live/06OLEGEGM4G
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.flv
凤凰中文,http://2409:8087:7000:20:1000::22:6060/yinhe/2/ch00000090990000002275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
凤凰中文,https://pull-l3-cny.douyincdn.com/live/YesLiveTV-91617067-65dd-4def-bbb4-8c356cc0aaf8.m3u8
凤凰中文,https://pull-l3-cny.douyincdn.com/live/YesLiveTV-165dc5f7-0550-4234-8a46-3bbfc3abebfc.m3u8

凤凰资讯,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226274/index.m3u8
凤凰资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw1890984412_1778241929/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8?icpid=3&RTS=1674373416&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8?icpid=3&RTS=1668336154&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3
凤凰资讯,http://210.210.155.35:80/qwr9ew/s/s21/01.m3u8
凤凰资讯,http://61.221.81.93:8078/hls/20/80/phoenixif.m3u8
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰资讯,http://117.169.119.199:8080/live/fhzixun/index.m3u8
凤凰资讯,http://39.135.55.105:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,http://111.59.189.40:8445/tsfile/live/1021_1.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8
凤凰资讯,rtmp://playtv-live.ifeng.com:1935/live/06OLEEWQKN4
凤凰资讯,rtmp://playtv-live.ifeng.com/live/06OLEEWQKN4
凤凰资讯,http://2022.stream-link.org/live/1770675188
凤凰资讯,http://120.84.96.73:808/hls/28/index.m3u8
凤凰资讯,http://2409:8087:7000:20:1000::22:6060/yinhe/2/ch00000090990000002187/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
凤凰资讯,https://pull-l3-cny.douyincdn.com/live/YesLiveTV-16637939-0b65-4cbe-b092-e1f96056babc.m3u8
凤凰资讯,https://pull-l3-cny.douyincdn.com/live/YesLiveTV-9360f40b-b549-4547-b8dc-0072187c6d35.m3u8

凤凰香港,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226251/index.m3u8
